# Cuneiform signs as encoded. No language keywords in this tree. [UNRESOLVED] language layer.
# Copyright (C) 1993-2026 Abhishek Choudhary. GPL-3.0-or-later.
# Direct Unicode inventory. NOT a Devanagari hub. NOT invented keywords.
cp	ch	unicode_name
U+1233F	𒌿	CUNEIFORM SIGN URU TIMES GAR
U+12340	𒍀	CUNEIFORM SIGN URU TIMES GU
U+12341	𒍁	CUNEIFORM SIGN URU TIMES HA
U+12342	𒍂	CUNEIFORM SIGN URU TIMES IGI
U+12343	𒍃	CUNEIFORM SIGN URU TIMES IM
U+12344	𒍄	CUNEIFORM SIGN URU TIMES ISH
U+12345	𒍅	CUNEIFORM SIGN URU TIMES KI
U+12346	𒍆	CUNEIFORM SIGN URU TIMES LUM
U+12347	𒍇	CUNEIFORM SIGN URU TIMES MIN
U+12348	𒍈	CUNEIFORM SIGN URU TIMES PA
U+12349	𒍉	CUNEIFORM SIGN URU TIMES SHE
U+1234A	𒍊	CUNEIFORM SIGN URU TIMES SIG4
U+1234B	𒍋	CUNEIFORM SIGN URU TIMES TU
U+1234C	𒍌	CUNEIFORM SIGN URU TIMES U PLUS GUD
U+1234D	𒍍	CUNEIFORM SIGN URU TIMES UD
U+1234E	𒍎	CUNEIFORM SIGN URU TIMES URUDA
U+1234F	𒍏	CUNEIFORM SIGN URUDA
U+12350	𒍐	CUNEIFORM SIGN URUDA TIMES U
U+12351	𒍑	CUNEIFORM SIGN USH
U+12352	𒍒	CUNEIFORM SIGN USH TIMES A
U+12353	𒍓	CUNEIFORM SIGN USH TIMES KU
U+12354	𒍔	CUNEIFORM SIGN USH TIMES KUR
U+12355	𒍕	CUNEIFORM SIGN USH TIMES TAK4
U+12356	𒍖	CUNEIFORM SIGN USHX
U+12357	𒍗	CUNEIFORM SIGN USH2
U+12358	𒍘	CUNEIFORM SIGN USHUMX
U+12359	𒍙	CUNEIFORM SIGN UTUKI
U+1235A	𒍚	CUNEIFORM SIGN UZ3
U+1235B	𒍛	CUNEIFORM SIGN UZ3 TIMES KASKAL
U+1235C	𒍜	CUNEIFORM SIGN UZU
U+1235D	𒍝	CUNEIFORM SIGN ZA
U+1235E	𒍞	CUNEIFORM SIGN ZA TENU
U+1235F	𒍟	CUNEIFORM SIGN ZA SQUARED TIMES KUR
U+12360	𒍠	CUNEIFORM SIGN ZAG
U+12361	𒍡	CUNEIFORM SIGN ZAMX
U+12362	𒍢	CUNEIFORM SIGN ZE2
U+12363	𒍣	CUNEIFORM SIGN ZI
U+12364	𒍤	CUNEIFORM SIGN ZI OVER ZI
U+12365	𒍥	CUNEIFORM SIGN ZI3
U+12366	𒍦	CUNEIFORM SIGN ZIB
U+12367	𒍧	CUNEIFORM SIGN ZIB KABA TENU
U+12368	𒍨	CUNEIFORM SIGN ZIG
U+12369	𒍩	CUNEIFORM SIGN ZIZ2
U+1236A	𒍪	CUNEIFORM SIGN ZU
U+1236B	𒍫	CUNEIFORM SIGN ZU5
U+1236C	𒍬	CUNEIFORM SIGN ZU5 TIMES A
U+1236D	𒍭	CUNEIFORM SIGN ZUBUR
U+1236E	𒍮	CUNEIFORM SIGN ZUM
U+1236F	𒍯	CUNEIFORM SIGN KAP ELAMITE
U+12370	𒍰	CUNEIFORM SIGN AB TIMES NUN
U+12371	𒍱	CUNEIFORM SIGN AB2 TIMES A
U+12372	𒍲	CUNEIFORM SIGN AMAR TIMES KUG
U+12373	𒍳	CUNEIFORM SIGN DAG KISIM5 TIMES U2 PLUS MASH
U+12374	𒍴	CUNEIFORM SIGN DAG3
U+12375	𒍵	CUNEIFORM SIGN DISH PLUS SHU
U+12376	𒍶	CUNEIFORM SIGN DUB TIMES SHE
U+12377	𒍷	CUNEIFORM SIGN EZEN TIMES GUD
U+12378	𒍸	CUNEIFORM SIGN EZEN TIMES SHE
U+12379	𒍹	CUNEIFORM SIGN GA2 TIMES AN PLUS KAK PLUS A
U+1237A	𒍺	CUNEIFORM SIGN GA2 TIMES ASH2
U+1237B	𒍻	CUNEIFORM SIGN GE22
U+1237C	𒍼	CUNEIFORM SIGN GIG
U+1237D	𒍽	CUNEIFORM SIGN HUSH
U+1237E	𒍾	CUNEIFORM SIGN KA TIMES ANSHE
U+1237F	𒍿	CUNEIFORM SIGN KA TIMES ASH3
U+12380	𒎀	CUNEIFORM SIGN KA TIMES GISH
U+12381	𒎁	CUNEIFORM SIGN KA TIMES GUD
U+12382	𒎂	CUNEIFORM SIGN KA TIMES HI TIMES ASH2
U+12383	𒎃	CUNEIFORM SIGN KA TIMES LUM
U+12384	𒎄	CUNEIFORM SIGN KA TIMES PA
U+12385	𒎅	CUNEIFORM SIGN KA TIMES SHUL
U+12386	𒎆	CUNEIFORM SIGN KA TIMES TU
U+12387	𒎇	CUNEIFORM SIGN KA TIMES UR2
U+12388	𒎈	CUNEIFORM SIGN LAGAB TIMES GI
U+12389	𒎉	CUNEIFORM SIGN LU2 SHESHIG TIMES BAD
U+1238A	𒎊	CUNEIFORM SIGN LU2 TIMES ESH2 PLUS LAL
U+1238B	𒎋	CUNEIFORM SIGN LU2 TIMES SHU
U+1238C	𒎌	CUNEIFORM SIGN MESH
U+1238D	𒎍	CUNEIFORM SIGN MUSH3 TIMES ZA
U+1238E	𒎎	CUNEIFORM SIGN NA4
U+1238F	𒎏	CUNEIFORM SIGN NIN
U+12390	𒎐	CUNEIFORM SIGN NIN9
U+12391	𒎑	CUNEIFORM SIGN NINDA2 TIMES BAL
U+12392	𒎒	CUNEIFORM SIGN NINDA2 TIMES GI
U+12393	𒎓	CUNEIFORM SIGN NU11 ROTATED NINETY DEGREES
U+12394	𒎔	CUNEIFORM SIGN PESH2 ASTERISK
U+12395	𒎕	CUNEIFORM SIGN PIR2
U+12396	𒎖	CUNEIFORM SIGN SAG TIMES IGI GUNU
U+12397	𒎗	CUNEIFORM SIGN TI2
U+12398	𒎘	CUNEIFORM SIGN UM TIMES ME
U+12399	𒎙	CUNEIFORM SIGN U U
U+12400	𒐀	CUNEIFORM NUMERIC SIGN TWO ASH
U+12401	𒐁	CUNEIFORM NUMERIC SIGN THREE ASH
U+12402	𒐂	CUNEIFORM NUMERIC SIGN FOUR ASH
U+12403	𒐃	CUNEIFORM NUMERIC SIGN FIVE ASH
U+12404	𒐄	CUNEIFORM NUMERIC SIGN SIX ASH
U+12405	𒐅	CUNEIFORM NUMERIC SIGN SEVEN ASH
U+12406	𒐆	CUNEIFORM NUMERIC SIGN EIGHT ASH
U+12407	𒐇	CUNEIFORM NUMERIC SIGN NINE ASH
U+12408	𒐈	CUNEIFORM NUMERIC SIGN THREE DISH
U+12409	𒐉	CUNEIFORM NUMERIC SIGN FOUR DISH
U+1240A	𒐊	CUNEIFORM NUMERIC SIGN FIVE DISH
U+1240B	𒐋	CUNEIFORM NUMERIC SIGN SIX DISH
U+1240C	𒐌	CUNEIFORM NUMERIC SIGN SEVEN DISH
U+1240D	𒐍	CUNEIFORM NUMERIC SIGN EIGHT DISH
U+1240E	𒐎	CUNEIFORM NUMERIC SIGN NINE DISH
U+1240F	𒐏	CUNEIFORM NUMERIC SIGN FOUR U
U+12410	𒐐	CUNEIFORM NUMERIC SIGN FIVE U
U+12411	𒐑	CUNEIFORM NUMERIC SIGN SIX U
U+12412	𒐒	CUNEIFORM NUMERIC SIGN SEVEN U
U+12413	𒐓	CUNEIFORM NUMERIC SIGN EIGHT U
U+12414	𒐔	CUNEIFORM NUMERIC SIGN NINE U
U+12415	𒐕	CUNEIFORM NUMERIC SIGN ONE GESH2
U+12416	𒐖	CUNEIFORM NUMERIC SIGN TWO GESH2
U+12417	𒐗	CUNEIFORM NUMERIC SIGN THREE GESH2
U+12418	𒐘	CUNEIFORM NUMERIC SIGN FOUR GESH2
U+12419	𒐙	CUNEIFORM NUMERIC SIGN FIVE GESH2
U+1241A	𒐚	CUNEIFORM NUMERIC SIGN SIX GESH2
U+1241B	𒐛	CUNEIFORM NUMERIC SIGN SEVEN GESH2
U+1241C	𒐜	CUNEIFORM NUMERIC SIGN EIGHT GESH2
U+1241D	𒐝	CUNEIFORM NUMERIC SIGN NINE GESH2
U+1241E	𒐞	CUNEIFORM NUMERIC SIGN ONE GESHU
U+1241F	𒐟	CUNEIFORM NUMERIC SIGN TWO GESHU
U+12420	𒐠	CUNEIFORM NUMERIC SIGN THREE GESHU
U+12421	𒐡	CUNEIFORM NUMERIC SIGN FOUR GESHU
U+12422	𒐢	CUNEIFORM NUMERIC SIGN FIVE GESHU
U+12423	𒐣	CUNEIFORM NUMERIC SIGN TWO SHAR2
U+12424	𒐤	CUNEIFORM NUMERIC SIGN THREE SHAR2
U+12425	𒐥	CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM
U+12426	𒐦	CUNEIFORM NUMERIC SIGN FOUR SHAR2
U+12427	𒐧	CUNEIFORM NUMERIC SIGN FIVE SHAR2
U+12428	𒐨	CUNEIFORM NUMERIC SIGN SIX SHAR2
U+12429	𒐩	CUNEIFORM NUMERIC SIGN SEVEN SHAR2
U+1242A	𒐪	CUNEIFORM NUMERIC SIGN EIGHT SHAR2
U+1242B	𒐫	CUNEIFORM NUMERIC SIGN NINE SHAR2
U+1242C	𒐬	CUNEIFORM NUMERIC SIGN ONE SHARU
U+1242D	𒐭	CUNEIFORM NUMERIC SIGN TWO SHARU
U+1242E	𒐮	CUNEIFORM NUMERIC SIGN THREE SHARU
U+1242F	𒐯	CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM
U+12430	𒐰	CUNEIFORM NUMERIC SIGN FOUR SHARU
U+12431	𒐱	CUNEIFORM NUMERIC SIGN FIVE SHARU
U+12432	𒐲	CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH
U+12433	𒐳	CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN
U+12434	𒐴	CUNEIFORM NUMERIC SIGN ONE BURU
U+12435	𒐵	CUNEIFORM NUMERIC SIGN TWO BURU
U+12436	𒐶	CUNEIFORM NUMERIC SIGN THREE BURU
U+12437	𒐷	CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM
U+12438	𒐸	CUNEIFORM NUMERIC SIGN FOUR BURU
U+12439	𒐹	CUNEIFORM NUMERIC SIGN FIVE BURU
U+1243A	𒐺	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16
U+1243B	𒐻	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21
U+1243C	𒐼	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
U+1243D	𒐽	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4
U+1243E	𒐾	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A
U+1243F	𒐿	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B
U+12440	𒑀	CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9
U+12441	𒑁	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3
U+12442	𒑂	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A
U+12443	𒑃	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B
U+12444	𒑄	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU
U+12445	𒑅	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3
U+12446	𒑆	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU
U+12447	𒑇	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3
U+12448	𒑈	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4
U+12449	𒑉	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A
U+1244A	𒑊	CUNEIFORM NUMERIC SIGN TWO ASH TENU
U+1244B	𒑋	CUNEIFORM NUMERIC SIGN THREE ASH TENU
U+1244C	𒑌	CUNEIFORM NUMERIC SIGN FOUR ASH TENU
U+1244D	𒑍	CUNEIFORM NUMERIC SIGN FIVE ASH TENU
U+1244E	𒑎	CUNEIFORM NUMERIC SIGN SIX ASH TENU
U+1244F	𒑏	CUNEIFORM NUMERIC SIGN ONE BAN2
U+12450	𒑐	CUNEIFORM NUMERIC SIGN TWO BAN2
U+12451	𒑑	CUNEIFORM NUMERIC SIGN THREE BAN2
U+12452	𒑒	CUNEIFORM NUMERIC SIGN FOUR BAN2
U+12453	𒑓	CUNEIFORM NUMERIC SIGN FOUR BAN2 VARIANT FORM
U+12454	𒑔	CUNEIFORM NUMERIC SIGN FIVE BAN2
U+12455	𒑕	CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM
U+12456	𒑖	CUNEIFORM NUMERIC SIGN NIGIDAMIN
U+12457	𒑗	CUNEIFORM NUMERIC SIGN NIGIDAESH
U+12458	𒑘	CUNEIFORM NUMERIC SIGN ONE ESHE3
U+12459	𒑙	CUNEIFORM NUMERIC SIGN TWO ESHE3
U+1245A	𒑚	CUNEIFORM NUMERIC SIGN ONE THIRD DISH
U+1245B	𒑛	CUNEIFORM NUMERIC SIGN TWO THIRDS DISH
U+1245C	𒑜	CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH
U+1245D	𒑝	CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A
U+1245E	𒑞	CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A
U+1245F	𒑟	CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH
U+12460	𒑠	CUNEIFORM NUMERIC SIGN ONE QUARTER ASH
U+12461	𒑡	CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH
U+12462	𒑢	CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER
U+12463	𒑣	CUNEIFORM NUMERIC SIGN ONE QUARTER GUR
U+12464	𒑤	CUNEIFORM NUMERIC SIGN ONE HALF GUR
U+12465	𒑥	CUNEIFORM NUMERIC SIGN ELAMITE ONE THIRD
U+12466	𒑦	CUNEIFORM NUMERIC SIGN ELAMITE TWO THIRDS
U+12467	𒑧	CUNEIFORM NUMERIC SIGN ELAMITE FORTY
U+12468	𒑨	CUNEIFORM NUMERIC SIGN ELAMITE FIFTY
U+12469	𒑩	CUNEIFORM NUMERIC SIGN FOUR U VARIANT FORM
U+1246A	𒑪	CUNEIFORM NUMERIC SIGN FIVE U VARIANT FORM
U+1246B	𒑫	CUNEIFORM NUMERIC SIGN SIX U VARIANT FORM
U+1246C	𒑬	CUNEIFORM NUMERIC SIGN SEVEN U VARIANT FORM
U+1246D	𒑭	CUNEIFORM NUMERIC SIGN EIGHT U VARIANT FORM
U+1246E	𒑮	CUNEIFORM NUMERIC SIGN NINE U VARIANT FORM
U+12470	𒑰	CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER
U+12471	𒑱	CUNEIFORM PUNCTUATION SIGN VERTICAL COLON
U+12472	𒑲	CUNEIFORM PUNCTUATION SIGN DIAGONAL COLON
U+12473	𒑳	CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON
U+12474	𒑴	CUNEIFORM PUNCTUATION SIGN DIAGONAL QUADCOLON
