# Egyptian hieroglyphs as encoded (Gardiner via Unicode names). No language keywords invented.
# Copyright (C) 1993-2026 Abhishek Choudhary. GPL-3.0-or-later.
# Direct Unicode inventory. NOT a Devanagari hub. NOT invented keywords.
cp	ch	unicode_name
U+1337F	𓍿	EGYPTIAN HIEROGLYPH V013
U+13380	𓎀	EGYPTIAN HIEROGLYPH V014
U+13381	𓎁	EGYPTIAN HIEROGLYPH V015
U+13382	𓎂	EGYPTIAN HIEROGLYPH V016
U+13383	𓎃	EGYPTIAN HIEROGLYPH V017
U+13384	𓎄	EGYPTIAN HIEROGLYPH V018
U+13385	𓎅	EGYPTIAN HIEROGLYPH V019
U+13386	𓎆	EGYPTIAN HIEROGLYPH V020
U+13387	𓎇	EGYPTIAN HIEROGLYPH V020A
U+13388	𓎈	EGYPTIAN HIEROGLYPH V020B
U+13389	𓎉	EGYPTIAN HIEROGLYPH V020C
U+1338A	𓎊	EGYPTIAN HIEROGLYPH V020D
U+1338B	𓎋	EGYPTIAN HIEROGLYPH V020E
U+1338C	𓎌	EGYPTIAN HIEROGLYPH V020F
U+1338D	𓎍	EGYPTIAN HIEROGLYPH V020G
U+1338E	𓎎	EGYPTIAN HIEROGLYPH V020H
U+1338F	𓎏	EGYPTIAN HIEROGLYPH V020I
U+13390	𓎐	EGYPTIAN HIEROGLYPH V020J
U+13391	𓎑	EGYPTIAN HIEROGLYPH V020K
U+13392	𓎒	EGYPTIAN HIEROGLYPH V020L
U+13393	𓎓	EGYPTIAN HIEROGLYPH V021
U+13394	𓎔	EGYPTIAN HIEROGLYPH V022
U+13395	𓎕	EGYPTIAN HIEROGLYPH V023
U+13396	𓎖	EGYPTIAN HIEROGLYPH V023A
U+13397	𓎗	EGYPTIAN HIEROGLYPH V024
U+13398	𓎘	EGYPTIAN HIEROGLYPH V025
U+13399	𓎙	EGYPTIAN HIEROGLYPH V026
U+1339A	𓎚	EGYPTIAN HIEROGLYPH V027
U+1339B	𓎛	EGYPTIAN HIEROGLYPH V028
U+1339C	𓎜	EGYPTIAN HIEROGLYPH V028A
U+1339D	𓎝	EGYPTIAN HIEROGLYPH V029
U+1339E	𓎞	EGYPTIAN HIEROGLYPH V029A
U+1339F	𓎟	EGYPTIAN HIEROGLYPH V030
U+133A0	𓎠	EGYPTIAN HIEROGLYPH V030A
U+133A1	𓎡	EGYPTIAN HIEROGLYPH V031
U+133A2	𓎢	EGYPTIAN HIEROGLYPH V031A
U+133A3	𓎣	EGYPTIAN HIEROGLYPH V032
U+133A4	𓎤	EGYPTIAN HIEROGLYPH V033
U+133A5	𓎥	EGYPTIAN HIEROGLYPH V033A
U+133A6	𓎦	EGYPTIAN HIEROGLYPH V034
U+133A7	𓎧	EGYPTIAN HIEROGLYPH V035
U+133A8	𓎨	EGYPTIAN HIEROGLYPH V036
U+133A9	𓎩	EGYPTIAN HIEROGLYPH V037
U+133AA	𓎪	EGYPTIAN HIEROGLYPH V037A
U+133AB	𓎫	EGYPTIAN HIEROGLYPH V038
U+133AC	𓎬	EGYPTIAN HIEROGLYPH V039
U+133AD	𓎭	EGYPTIAN HIEROGLYPH V040
U+133AE	𓎮	EGYPTIAN HIEROGLYPH V040A
U+133AF	𓎯	EGYPTIAN HIEROGLYPH W001
U+133B0	𓎰	EGYPTIAN HIEROGLYPH W002
U+133B1	𓎱	EGYPTIAN HIEROGLYPH W003
U+133B2	𓎲	EGYPTIAN HIEROGLYPH W003A
U+133B3	𓎳	EGYPTIAN HIEROGLYPH W004
U+133B4	𓎴	EGYPTIAN HIEROGLYPH W005
U+133B5	𓎵	EGYPTIAN HIEROGLYPH W006
U+133B6	𓎶	EGYPTIAN HIEROGLYPH W007
U+133B7	𓎷	EGYPTIAN HIEROGLYPH W008
U+133B8	𓎸	EGYPTIAN HIEROGLYPH W009
U+133B9	𓎹	EGYPTIAN HIEROGLYPH W009A
U+133BA	𓎺	EGYPTIAN HIEROGLYPH W010
U+133BB	𓎻	EGYPTIAN HIEROGLYPH W010A
U+133BC	𓎼	EGYPTIAN HIEROGLYPH W011
U+133BD	𓎽	EGYPTIAN HIEROGLYPH W012
U+133BE	𓎾	EGYPTIAN HIEROGLYPH W013
U+133BF	𓎿	EGYPTIAN HIEROGLYPH W014
U+133C0	𓏀	EGYPTIAN HIEROGLYPH W014A
U+133C1	𓏁	EGYPTIAN HIEROGLYPH W015
U+133C2	𓏂	EGYPTIAN HIEROGLYPH W016
U+133C3	𓏃	EGYPTIAN HIEROGLYPH W017
U+133C4	𓏄	EGYPTIAN HIEROGLYPH W017A
U+133C5	𓏅	EGYPTIAN HIEROGLYPH W018
U+133C6	𓏆	EGYPTIAN HIEROGLYPH W018A
U+133C7	𓏇	EGYPTIAN HIEROGLYPH W019
U+133C8	𓏈	EGYPTIAN HIEROGLYPH W020
U+133C9	𓏉	EGYPTIAN HIEROGLYPH W021
U+133CA	𓏊	EGYPTIAN HIEROGLYPH W022
U+133CB	𓏋	EGYPTIAN HIEROGLYPH W023
U+133CC	𓏌	EGYPTIAN HIEROGLYPH W024
U+133CD	𓏍	EGYPTIAN HIEROGLYPH W024A
U+133CE	𓏎	EGYPTIAN HIEROGLYPH W025
U+133CF	𓏏	EGYPTIAN HIEROGLYPH X001
U+133D0	𓏐	EGYPTIAN HIEROGLYPH X002
U+133D1	𓏑	EGYPTIAN HIEROGLYPH X003
U+133D2	𓏒	EGYPTIAN HIEROGLYPH X004
U+133D3	𓏓	EGYPTIAN HIEROGLYPH X004A
U+133D4	𓏔	EGYPTIAN HIEROGLYPH X004B
U+133D5	𓏕	EGYPTIAN HIEROGLYPH X005
U+133D6	𓏖	EGYPTIAN HIEROGLYPH X006
U+133D7	𓏗	EGYPTIAN HIEROGLYPH X006A
U+133D8	𓏘	EGYPTIAN HIEROGLYPH X007
U+133D9	𓏙	EGYPTIAN HIEROGLYPH X008
U+133DA	𓏚	EGYPTIAN HIEROGLYPH X008A
U+133DB	𓏛	EGYPTIAN HIEROGLYPH Y001
U+133DC	𓏜	EGYPTIAN HIEROGLYPH Y001A
U+133DD	𓏝	EGYPTIAN HIEROGLYPH Y002
U+133DE	𓏞	EGYPTIAN HIEROGLYPH Y003
U+133DF	𓏟	EGYPTIAN HIEROGLYPH Y004
U+133E0	𓏠	EGYPTIAN HIEROGLYPH Y005
U+133E1	𓏡	EGYPTIAN HIEROGLYPH Y006
U+133E2	𓏢	EGYPTIAN HIEROGLYPH Y007
U+133E3	𓏣	EGYPTIAN HIEROGLYPH Y008
U+133E4	𓏤	EGYPTIAN HIEROGLYPH Z001
U+133E5	𓏥	EGYPTIAN HIEROGLYPH Z002
U+133E6	𓏦	EGYPTIAN HIEROGLYPH Z002A
U+133E7	𓏧	EGYPTIAN HIEROGLYPH Z002B
U+133E8	𓏨	EGYPTIAN HIEROGLYPH Z002C
U+133E9	𓏩	EGYPTIAN HIEROGLYPH Z002D
U+133EA	𓏪	EGYPTIAN HIEROGLYPH Z003
U+133EB	𓏫	EGYPTIAN HIEROGLYPH Z003A
U+133EC	𓏬	EGYPTIAN HIEROGLYPH Z003B
U+133ED	𓏭	EGYPTIAN HIEROGLYPH Z004
U+133EE	𓏮	EGYPTIAN HIEROGLYPH Z004A
U+133EF	𓏯	EGYPTIAN HIEROGLYPH Z005
U+133F0	𓏰	EGYPTIAN HIEROGLYPH Z005A
U+133F1	𓏱	EGYPTIAN HIEROGLYPH Z006
U+133F2	𓏲	EGYPTIAN HIEROGLYPH Z007
U+133F3	𓏳	EGYPTIAN HIEROGLYPH Z008
U+133F4	𓏴	EGYPTIAN HIEROGLYPH Z009
U+133F5	𓏵	EGYPTIAN HIEROGLYPH Z010
U+133F6	𓏶	EGYPTIAN HIEROGLYPH Z011
U+133F7	𓏷	EGYPTIAN HIEROGLYPH Z012
U+133F8	𓏸	EGYPTIAN HIEROGLYPH Z013
U+133F9	𓏹	EGYPTIAN HIEROGLYPH Z014
U+133FA	𓏺	EGYPTIAN HIEROGLYPH Z015
U+133FB	𓏻	EGYPTIAN HIEROGLYPH Z015A
U+133FC	𓏼	EGYPTIAN HIEROGLYPH Z015B
U+133FD	𓏽	EGYPTIAN HIEROGLYPH Z015C
U+133FE	𓏾	EGYPTIAN HIEROGLYPH Z015D
U+133FF	𓏿	EGYPTIAN HIEROGLYPH Z015E
U+13400	𓐀	EGYPTIAN HIEROGLYPH Z015F
U+13401	𓐁	EGYPTIAN HIEROGLYPH Z015G
U+13402	𓐂	EGYPTIAN HIEROGLYPH Z015H
U+13403	𓐃	EGYPTIAN HIEROGLYPH Z015I
U+13404	𓐄	EGYPTIAN HIEROGLYPH Z016
U+13405	𓐅	EGYPTIAN HIEROGLYPH Z016A
U+13406	𓐆	EGYPTIAN HIEROGLYPH Z016B
U+13407	𓐇	EGYPTIAN HIEROGLYPH Z016C
U+13408	𓐈	EGYPTIAN HIEROGLYPH Z016D
U+13409	𓐉	EGYPTIAN HIEROGLYPH Z016E
U+1340A	𓐊	EGYPTIAN HIEROGLYPH Z016F
U+1340B	𓐋	EGYPTIAN HIEROGLYPH Z016G
U+1340C	𓐌	EGYPTIAN HIEROGLYPH Z016H
U+1340D	𓐍	EGYPTIAN HIEROGLYPH AA001
U+1340E	𓐎	EGYPTIAN HIEROGLYPH AA002
U+1340F	𓐏	EGYPTIAN HIEROGLYPH AA003
U+13410	𓐐	EGYPTIAN HIEROGLYPH AA004
U+13411	𓐑	EGYPTIAN HIEROGLYPH AA005
U+13412	𓐒	EGYPTIAN HIEROGLYPH AA006
U+13413	𓐓	EGYPTIAN HIEROGLYPH AA007
U+13414	𓐔	EGYPTIAN HIEROGLYPH AA007A
U+13415	𓐕	EGYPTIAN HIEROGLYPH AA007B
U+13416	𓐖	EGYPTIAN HIEROGLYPH AA008
U+13417	𓐗	EGYPTIAN HIEROGLYPH AA009
U+13418	𓐘	EGYPTIAN HIEROGLYPH AA010
U+13419	𓐙	EGYPTIAN HIEROGLYPH AA011
U+1341A	𓐚	EGYPTIAN HIEROGLYPH AA012
U+1341B	𓐛	EGYPTIAN HIEROGLYPH AA013
U+1341C	𓐜	EGYPTIAN HIEROGLYPH AA014
U+1341D	𓐝	EGYPTIAN HIEROGLYPH AA015
U+1341E	𓐞	EGYPTIAN HIEROGLYPH AA016
U+1341F	𓐟	EGYPTIAN HIEROGLYPH AA017
U+13420	𓐠	EGYPTIAN HIEROGLYPH AA018
U+13421	𓐡	EGYPTIAN HIEROGLYPH AA019
U+13422	𓐢	EGYPTIAN HIEROGLYPH AA020
U+13423	𓐣	EGYPTIAN HIEROGLYPH AA021
U+13424	𓐤	EGYPTIAN HIEROGLYPH AA022
U+13425	𓐥	EGYPTIAN HIEROGLYPH AA023
U+13426	𓐦	EGYPTIAN HIEROGLYPH AA024
U+13427	𓐧	EGYPTIAN HIEROGLYPH AA025
U+13428	𓐨	EGYPTIAN HIEROGLYPH AA026
U+13429	𓐩	EGYPTIAN HIEROGLYPH AA027
U+1342A	𓐪	EGYPTIAN HIEROGLYPH AA028
U+1342B	𓐫	EGYPTIAN HIEROGLYPH AA029
U+1342C	𓐬	EGYPTIAN HIEROGLYPH AA030
U+1342D	𓐭	EGYPTIAN HIEROGLYPH AA031
U+1342E	𓐮	EGYPTIAN HIEROGLYPH AA032
